Business Name,Address 1,Address 2,"City,State,Zip"
INTERNATIONAL COMM HLTH SRVCS,INTERNATIONAL DISTRICT CLINIC,720 8TH AVE S SUITE 100,"SEATTLE, WA 98104"
KELLEY-ROSS PHARMACY,904 7TH AVE #103,,"SEATTLE, WA 98104"
QFC PHARMACY #807,2746 NE 45TH,,"SEATTLE, WA 98105"
UNIV OF WA MED CENTER,"4245 ROOSEVELT WAY NE,",BOX 356015,"SEATTLE, WA 98105"
SEA-MAR COMMUNITY HEALTH CTR,8800 14TH AVE SOUTH,,"SEATTLE, WA 98108"
QFC PHARMACY 881,500 MERCER ST.,,"SEATTLE, WA 98109"
SEATTLE CANCER CARE ALLIANCE,825 EASTLAKE AVENUE EAST,MAILSTOP G5-900,"SEATTLE, WA 98109"
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,125 16TH AVE E,,"SEATTLE, WA 98112"
COUNTRY DOCTOR COMMUNITY HEALTH CLINIC PHARMACY,500 19TH AVE E,,"SEATTLE, WA 98112"
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,201 16TH AVE EAST,"PHARMACY OFFICE, #CMB DB19","SEATTLE, WA 98112"
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,9800 4TH AVE N.E.,,"SEATTLE, WA 98115"
QFC PHARMACY #883,4550 42ND AVENUE SW,,"SEATTLE, WA 98116"
QFC PHARMACY 872,9999 HOLMAN ROAD NW,,"SEATTLE, WA 98117"
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,5316 RAINIER AVENUE SOUTH,,"SEATTLE, WA 98118"
HOLLY PARK CLINIC PHARMACY,3815 S. OTHELLO ST,2ND FL,"SEATTLE, WA 98118"
PUBLIC HEALTH,2124 FOURTH AVENUE,,"SEATTLE, WA 98121"
SWEDISH MEDICAL CENTER CHERRY HILL,500 17TH AVE,,"SEATTLE, WA 98122"
CAROLYN DOWNS FAMILY MEDICAL CENTER PHARMACY,2101 E YESLER WAY,,"SEATTLE, WA 98122"
QFC PHARMACY #866,11100 ROOSEVELT WAY NE,,"SEATTLE, WA 98125"
NORTHWEST PRESCRIPTIONS & MEDICAL SUPPLY,1536 NORTH 115TH STREET,SUITE 100,"SEATTLE, WA 98133"
COSTCO WHOLESALE CORPORATION,DBA COSTCO PHARMACY#1,4401 4TH AVENUE SOUTH,"SEATTLE, WA 98134"
SEATTLE INDIAN HEALTH BOARD,611 12TH AVE S,STE 200,"SEATTLE, WA 98144"
QFC PHARMACY 858,1531 NE 145TH,,"SEATTLE, WA 98155"
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,BURIEN BRANCH,140 SW 146TH ST,"SEATTLE, WA 98166"
UNIVERSITY MEDICAL CENTER PHARMACY OUTPATIENT,1959 NE PACIFIC ST,BOX 356015,"SEATTLE, WA 98195"
SCHEURER FAMILY PHARMACY,8866 S UNIONVILLE RD,,"SEBEWAING, MI 48759"
SEELEY SWAN PHARMACY,PO BOX 930,"3027 HWY 83, LAZY PINES MALL #J","SEELEY LAKE, MT 59868"
"HOLIDAY CVS, L.L.C.",704 W MARTIN LUTHER KING JR BLVD,,"SEFFNER, FL 33584"
"WALGREEN EASTERN CO., INC.",655 MIDDLE COUNTRY RD,,"SELDEN, NY 11784"
WEIS PHARMACY #226,719 ROUTE 522,,"SELINSGROVE, PA 17870"
SERGEANT BLUFF PHARMACY,"105 GAUL DR, SUITE A",,"SERGEANT BLUFF, IA 51054"
GIBSON PRESCRIPTION PHARMACY,"205 W CEDAR CREEK PKWY, STE A-1",P O BOX 43642,"SEVEN POINTS, TX 75143"
HERITAGE VALLEY PHARMACY SEWICKLEY CAMP,720 BLACKBURN ROAD,,"SEWICKLEY, PA 15143"
USAF- SEYMOUR JOHNSON AFB,1050 JABARA AVE,BUILDING 2800,"SEYMOUR JOHNSON AFB, NC 27531"
USAF- SHAW AFB,420 POLIFKA DRIVE,ATTN: LOGISTICS,"SHAW AFB, SC 29152"
USAF - SHAW AFB,370 RHODES AVENUE,,"SHAW AFB, SC 29152"
MEDICAL CENTER PHARMACY,8901 W. 74TH STREET,,"SHAWNEE MISSION, KS 66204"
WALGREEN CO.,1029 N 14TH ST,,"SHEBOYGAN, WI 53081"
NORTHTOWN DRUG,333 MAIN STREET,,"SHELBY, MT 59474"
"KENTUCKY PHARMACY #1,LLC",182 FRANKFORT ROAD,,"SHELBYVILLE, KY 40065"
LEWIS FAMILY DRUG #52,610 PARK STREET,P.O. BOX 455,"SHELDON, IA 51201"
WASHINGTON CORRECTIONS CENTER,2321 W DAYTON AIRPORT ROAD,PO BOX 900,"SHELTON, WA 98584"
USAF- SHEPPARD AFB CLINIC -  82ND MEDICAL GROUP,82ND MEDICAL GROUP/SGSL,"149 HART STREET, SUITE 7","SHEPPARD AFB, TX 76311"
"GARFIELD BEACH CVS, L.L.C.",14735 VENTURA BLVD.,,"SHERMAN OAKS, CA 91403"
US PUBLIC HLTH SERV IND HOSP,HWY 491 NORTH,BOX 160,"SHIPROCK, NM 87420"
ICHS SHORELINE PHARMACY,16549 AURORA AVE N,,"SHORELINE, WA 98133"
"CVS PHARMACY, INC.",197 BOSTON TURNPIKE RTE 9,,"SHREWSBURY, MA 01545"
LEWIS FAMILY DRUG #67,420 SECOND AVE,,"SIBLEY, IA 51249"
ESSENTIA HEALTH SILVER BAY PHARMACY,99 EDISON BLVD SUITE L,,"SILVER BAY, MN 55614"
MEDSTAR PHARMACY (STORE #7),3305 N. LEISUREWORLD BOULEVARD,,"SILVER SPRING, MD 20906"
USN- BRANCH MEDICAL CLINIC - BANGOR,2050 BARB ST,SUITE 'A',"SILVERDALE, WA 98315"
NORTHWOODS LODGE PHARMACY,2321 SCHOLD PLACE NW,,"SILVERDALE, WA 98383"
LEWIS FAMILY DRUG #59,143 S MAIN AVE,,"SIOUX CENTER, IA 51250"
SIOUX CENTER HEALTH,1101 9 TH ST SE,,"SIOUX CENTER, IA 51250"
WALGREEN CO.,1900 HAMILTON BLVD,,"SIOUX CITY, IA 51104"
"AMERIPHARM, INC",2503 E 54TH ST. N,,"SIOUX FALLS, SD 57104"
WOODROW WILSON KEEBLE MEMORIAL HEALTH CARE CTR,ATTN: PHARMACY,100 LAKE TRAVERSE DRIVE,"SISSETON, SD 57262"
COTEAU DES PRAIRIES HOSPITAL,205 ORCHARD DRIVE,,"SISSETON, SD 57262"
"CAMERLIN ENTERPRISES, LLC",615 WELLS STREET,,"SISTERSVILLE, WV 26175"
PHARMACY DEPARTMENT,MT EDGECUMBE HOSPITAL,222 TONGASS DRIVE,"SITKA, AK 99835"
REDINGTON-FAIRVIEW GEN HOSP,46 FAIRVIEW AVENUE,PO BOX 468,"SKOWHEGAN, ME 04976"
"WALGREEN LOUISIANA CO., INC.",1260 FRONT STREET,,"SLIDELL, LA 70458"
"NORTH CAROLINA CVS PHARMACY, L.L.C.",1180 N. BRIGHT LEAF BLVD.,,"SMITHFIELD, NC 27577"
LEE'S MARKETPLACE PHARMACY,850 SOUTH MAIN,,"SMITHFIELD, UT 84335"
RIDGE PHARMACY,7730 CENTER BLVD SE,,"SNOQUALMIE, WA 98065"
WALGREEN CO.,600 S HWY 27,,"SOMERSET, KY 42501"
NORTHSIDE SOMERSET PHARMACY,110 WEST MAIN STREET,,"SOMERSET, OH 43783"
"WALGREEN EASTERN CO., INC.",129 SOMERSET ST,,"SOMERVILLE, NJ 08876"
DENNARD'S LTC,804 SECOND STREET,,"SOPERTON, GA 30457"
SOUTH BEND PHARMACY INC,101 WILLAPA AVENUE,,"SOUTH BEND, WA 98586"
SOUTH HERO PHARMACY LLC,330-334 ROUTE 2,,"SOUTH HERO, VT 05486"
UNIVERSITY OF UTAH SOUTH JORDAN PHARMACY,5126 WEST DAYBREAK PARKWAY,ROOM 101,"SOUTH JORDAN, UT 84009"
TWIN CITY PHARMACY,1708 PARK AVENUE,,"SOUTH PLAINFIELD, NJ 07080"
SUNSHINE CENTER PHARMACY,1166 OLD MISSION ROAD,,"SOUTH SAN FRANCISCO, CA 94080"
KAISER PERMANENTE PHARMACY #351,1200 EL CAMINO REAL,,"SOUTH SAN FRANCISCO, CA 94080"
SOUTH SHORE HOSPITAL,KRISTOPHER YOUNG PHARMD,55 FOGG ROAD,"SOUTH WEYMOUTH, MA 02190"
SOUTHRIFTY DRUG INC,54 JAGGER LANE,,"SOUTHAMPTON, NY 11968"
WALGREEN CO.,29030 NORTHWESTERN HWY,,"SOUTHFIELD, MI 48034"
ALPHARM CORPORATION,DBA NORTHLAND MEDICAL BLDG.,20905 GREENFIELD ROAD,"SOUTHFIELD, MI 48075"
BYRON DRUGS,13355 DIX TOLEDO ROAD,,"SOUTHGATE, MI 48195"
MOODY HEALTH MART PHARMACY,109 E BROADWAY,,"SPARTA, IL 62286"
"SOUTH CAROLINA CVS PHARMACY, L.L.C.","2397 REIDVILLE ROAD,",,"SPARTANBURG, SC 29301"
WALGREEN CO.,2410 REIDVILLE ROAD,,"SPARTANBURG, SC 29301"
THRIFTY WHITE PHARMACY #042,715 S GRAND AVENUE,,"SPENCER, IA 51301"
LEWIS FAIMLY DRUG #54,LEWIS FAMILY DRUG LLC,2202 17TH ST,"SPIRIT LAKE, IA 51360"
GENEVA WOODS PHARMACY,3808 N SULLIVAN RD,"BLDG N-15, STE 104","SPOKANE VALLEY, WA 99216"
WALGREEN CO.,7905 N DIVISION ST,,"SPOKANE, WA 99208"
"HOLIDAY CVS, L.L.C.",11115 SPRING HILL DR,,"SPRING HILL, FL 34609"
WALGREEN CO.,7304A LOUETTA ROAD,,"SPRING, TX 77379"
COUNTY MARKET PHARMACY 228,1903 W. MONROE STREET,,"SPRINGFIELD, IL 62704"
WALGREEN CO.,2020 S MAC ARTHUR BLVD,,"SPRINGFIELD, IL 62704"
"CVS PHARMACY, INC.",615-621 BELMONT AVENUE,,"SPRINGFIELD, MA 01108"
"WALGREEN EASTERN CO., INC.",501 SUMNER AVENUE,,"SPRINGFIELD, MA 01108"
"CVS PHARMACY, INC.",600 STATE ST,,"SPRINGFIELD, MA 01109"
BAYSTATE MEDICAL CENTER INC,759 CHESTNUT ST,,"SPRINGFIELD, MA 01199"
SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,,"SPRINGFIELD, OH 45504"
KAISER PERMANENTE SPRINGFIELD,6501 LOISDALE COURT,,"SPRINGFIELD, VA 22150"
SPRINGFIELD PHARMACY INC,262 RIVER STREET,,"SPRINGFIELD, VT 05156"
"NORTHWESTERN MEDICAL CTR, INC",133 FAIRFIELD STREET,,"ST ALBANS, VT 05478"
"RURAL HEALTH CARE, INC",105 WHITEHALL DRIVE,SUITES 109-114,"ST AUGUSTINE, FL 32086"
WALGREEN CO.,2505 W. DIVISION ST.,,"ST CLOUD, MN 56301"
GAUTHIER'S PHARMACY INC,415 RAILROAD ST,,"ST JOHNSBURY, VT 05819"
LAKELAND MEDICAL CENTER ST JOSEPH,1234 NAPIER AVENUE,,"ST JOSEPH, MI 49085"
LAKELAND PHARMACY SHOPPE,3900 HOLLYWOOD ROAD,,"ST JOSEPH, MI 49085"
PARK NICOLLET PHARMACY,3931 LOUISIANA AVE,,"ST LOUIS PARK, MN 55426"
BENEWAH COMMUNITY HOSPITAL,229 S. 7TH STREET,,"ST MARIES, ID 83861"
JOINT TWNSHP DIST MEM'RL HOSP,PHARMACY DEPARTMENT,200 ST CLAIR STREET,"ST MARYS, OH 45885"
PEMBERTON PHARMACY & GIFT ST MICHAELS,204 S TALBOT ST,PO BOX 1139,"ST MICHAELS, MD 21663"
"GRAND ST. PAUL CVS, L.L.C.",499 SNELLING AVE. N.,,"ST PAUL, MN 55104"
"GRAND ST. PAUL CVS, L.L.C.",810 MARYLAND AVENUE EAST,,"ST PAUL, MN 55106"
WESTSIDE COMMUNITY HEALTH SERVICES PHARMACY,153 CESAR CHAVEZ ST,,"ST PAUL, MN 55107"
WALGREEN CO.,5420-9TH ST NORTH,,"ST PETERSBURG, FL 33703"
AIDS HEALTHCARE FOUNDATION,3400 26TH AVE S,,"ST PETERSBURG, FL 33711"
"STAPLEY PHARMACY, INC.",102 EAST CITY CENTER,,"ST. GEORGE, UT 84770"
IHC WATSON DIXIE PHARMACY,1380 EAST 480 SOUTH,SUITE 1200,"ST. GEORGE, UT 84790"
CONFEDERATED SALISH & KOOTENAI TRIBES,HEALTH & HUMAN SERVICES DEPT,"35401 MISSION DRIVE, P. O. BOX 880","ST. IGNATIUS, MT 59865"
STANFORD UNIVERSITY STUDENT,HEALTH PHARMACY,866 CAMPUS DRIVE,"STANFORD, CA 94305"
DAKOTA DRUG CO OF STANLEY,107 S MAIN STREET,P.O. BOX 460,"STANLEY, ND 58784"
UNIVERSITY OF UTAH,220 MILLPOND ROAD,#100,"STANSBURY PARK, UT 84074"
QFC PHARMACY 879,27008 92ND AVE NW,,"STANWOOD, WA 98292"
VICTORY RX LLC,395 FOREST AVENUE,,"STATEN ISLAND, NY 10301"
DONGAN HILLS PHARMACY,1560 RICHMOND RD,,"STATEN ISLAND, NY 10304"
OCEAN BREEZE ASSOCIATES LLC,1817 HYLAN BOULEVARD,,"STATEN ISLAND, NY 10305"
SUPER HEALTH PHARMACY LLC,6400 AMBOY ROAD,,"STATEN ISLAND, NY 10309"
DELCO DRUGS & SPECIALTY PHARMACY INC.,3833 RICHMOND AVE,,"STATEN ISLAND, NY 10312"
"WALGREEN EASTERN CO., INC.",1551 RICHMOND AVE,,"STATEN ISLAND, NY 10314"
STATESVILLE FAMILY MEDICINE PHARMACY,1022-C SHELTON AVE.,,"STATESVILLE, NC 28677"
SULLIVAN DRUG CO,101 E MAIN ST,,"STAUNTON, IL 62088"
STAYTON PHARMACY,102 MARTIN DRIVE,SUITE A,"STAYTON, OR 97383"
TANGLEWOOD PHARMACY,DBA: TANGLEWOOD PHARMACY,2445-A N.W. LOOP,"STEPHENVILLE, TX 76401"
FAMILY PHARMACY,3804 EASTSIDE HIGHWAY,,"STEVENSVILLE, MT 59870"
RAZOOK'S DRUG,1518 WEST 9TH AVENUE,,"STILLWATER, OK 74074"
OKLAHOMA STATE UNIVERSITY,STUDENT HEALTH CENTER,1202 W FARM ROAD,"STILLWATER, OK 74078"
KAISER FOUND HEALTH PLAN INC,KFHP MOB 1 PHARMACY #684,7373 WEST LANE,"STOCKTON, CA 95210"
BJRX PHARMACY INC.,1801 E.MARCH LANE,SUITE:B280,"STOCKTON, CA 95210"
WALGREEN CO.,5320 MEMORIAL DR,,"STONE MOUNTAIN, GA 30083"
"WALGREEN EASTERN CO., INC.",225 MAIN ST.,,"STONEHAM, MA 02180"
DBA NUCARA PHARMACY #10,621 BROAD ST.,,"STORY CITY, IA 50248"
"WALGREEN EASTERN CO., INC.",413 WASHINGTON STREET,,"STOUGHTON, MA 02072"
STRASBURG PHARMACY,33820 OLD VALLEY PIKE,SUITE 7,"STRASBURG, VA 22657"
WALGREEN CO.,950 S CENTERVILLE RD,,"STURGIS, MI 49091"
GOOD HEALTH PHARMACY AT HARBOUR VIEW,5818-D HARBOUR VIEW BLVD.,SUITE 100,"SUFFOLK, VA 23435"
KAISER PERMANENTE SUGAR HILL - BUFORD,MEDICAL CENTER PHARMACY,1435 BROADMOOR BOULEVARD,"SUGAR HILL, GA 30518"
PHARMTRUST PHARMACY,"1111 HIGHWAY 6 SOUTH, STE 110",,"SUGAR LAND, TX 77478"
EVOLUTION RX,931 ELDRIDGE RD,,"SUGAR LAND, TX 77478"
WALGREEN CO.,17330 W GRAND PKWY SOUTH,,"SUGAR LAND, TX 77479"
"WALGREEN LOUISIANA CO., INC.",1021 BEGLIS PKWY,,"SULPHUR, LA 70663"
WALGREEN CO.,1120 N MAIN STREET,,"SUMMERVILLE, SC 29483"
WALGREEN CO.,1000 BROAD ST,,"SUMTER, SC 29150"
"HOLIDAY CVS, L.L.C.",105 S PEBBLE BEACH BLVD,,"SUN CITY CENTER, FL 33573"
WALGREEN CO.,17534 COLLINS AVE,,"SUNNY ISLES BEACH, FL 33160"
YAKIMA NEIGHBORHOOD HEALTH SERVICES,617 SCOON ROAD,,"SUNNYSIDE, WA 98944"
ESSENTIA HEALTH SUPERIOR EAST PHARMACY,2202 E 2ND STREET,SUITE 477,"SUPERIOR, WI 54880"
ESSENTIA HEALTH SUPERIOR PHARMACY,3500 TOWER AVENUE,SUITE A,"SUPERIOR, WI 54880"
WALGREEN ARIZONA DRUG CO.,17088 W BELL RD,,"SURPRISE, AZ 85374"
P S A CLINIC PHARMACY,ASSO PHARMACEUTICAL SERVICES,2294 US HIGHWAY 70,"SWANNANOA, NC 28778"
WALGREEN CO.,1340 DEKALB AVE,,"SYCAMORE, IL 60178"
HUBBARD PHARMACY,1351 WEST FORT WILLIAMS ST,,"SYLACAUGA, AL 35150"
KING KULLEN PHARMACIES CORP,C/O PHARMACY,271 JERICHO TURNPIKE,"SYOSSET, NY 11791"
HARBOR PHARMACY LLC,918 JAMES STREET,SUITE B-1,"SYRACUSE, NY 13203"
US ARMY- MADIGAN MEDICAL CENTER,PHARMACY SUPPORT VAULT,BLDG 9040,"TACOMA, WA 98431"
US ARMY-OKUBO FAMILY MEDICINE CLINIC PHARMACY,11582 C STREET,,"TACOMA, WA 98433"
US ARMY-WINDER FAMILY MEDICINE CLINIC PHARMACY,9119 MIL PARK AVE.,,"TACOMA, WA 98433"
WALGREEN CO.,15225 PACIFIC AVE S,,"TACOMA, WA 98444"
WALGREEN CO.,9505 BRIDGEPORT WAY SW,,"TACOMA, WA 98499"
WALGREEN CO.,1329 UNIVERSITY BLVD. E,,"TAKOMA PARK, MD 20912"
WALGREEN CO.,3531 THOMASVILLE ROAD,,"TALLAHASSEE, FL 32309"
"HOLIDAY CVS, L.L.C.",5466 THOMASVILLE RD N,,"TALLAHASSEE, FL 32312"
"RX CARE 17, LLC",5431 N STATE RD 7,,"TAMARAC, FL 33319"
"HOLIDAY CVS, L.L.C.",611 S HOWARD AVE,,"TAMPA, FL 33606"
RX CARE SPECIALTY PHARMACY LLC,2812 W. MLK BLVD,,"TAMPA, FL 33607"
WALGREEN CO.,3518 HENDERSON BLVD,,"TAMPA, FL 33609"
BENZER FL 13 LLC,5908 BRECKENRIDGE PARKWAY,,"TAMPA, FL 33610"
WALGREEN CO.,2115 E HILLSBOROUGH AVE,,"TAMPA, FL 33610"
"HOLIDAY CVS, L.L.C.",6701 N. DALE MABRY HWY.,,"TAMPA, FL 33614"
BENZER FL9 LLC,14306 NORTH DALE MABRY HWY #D,,"TAMPA, FL 33618"
PHARMACARE,7101 KINGFISHER ST.,BLDG 934,"TAMPA, FL 33621"
USAF- 6 MEDICAL GROUP/SGSL,3250 ZEMKE AVENUE,BLDG. 1078,"TAMPA, FL 33621"
"PALMA CEIA HEALTH MART PHARMACY, INC.","2506 S. MACDILL AVE., STE A",,"TAMPA, FL 33629"
"LONGS DRUG STORES CALIFORNIA, L.L.C.",18441 VENTURA BLVD,,"TARZANA, CA 91356"
"CVS PHARMACY, INC.",284 WINTHROP ST.,TAUNTON PLZ,"TAUNTON, MA 02780"
INTERMOUNTAIN TAYLORSVILLE PHARMACY,3845 WEST 4700 SOUTH,,"TAYLORSVILLE, UT 84118"
US PUBLIC HLTH SERV IND HOSP,PHARMACY DEPT/DIR OF PHARMACY,HC 61 BOX 30,"TEEC NOS POS, AZ 86514"
AGIA PHARMACY & CAFE,276 S. MILL ST.,SUITE A,"TEHACHAPI, CA 93561"
TEKOA PHARMACY,124 N CROSBY,PO BOX 808,"TEKOA, WA 99033"
WALGREEN ARIZONA DRUG CO.,1745 E SOUTHERN AVE,,"TEMPE, AZ 85282"
CRARY DRUG,8941 LEWIS AVENUE,,"TEMPERANCE, MI 48182"
"HOLIDAY CVS, L.L.C.",110 BULLARD PKWY,,"TEMPLE TERRACE, FL 33617"
WALGREEN CO.,1300 WABASH AVE,,"TERRE HAUTE, IN 47807"
WALGREEN CO.,3103 PALMER HIGHWAY,,"TEXAS CITY, TX 77590"
WALGREEN CO,634 N. CHURCH STREET,,"THOMASTON, GA 30286"
"COMMUNITY GENERAL HEALTH PARTNERS, INC",D/B/A NOVANT HEALTH THOMASVILLE MEDICAL CENTER,"207 OLD LEXINGTON ROAD, PO BOX 789","THOMASVILLE, NC 27360"
THOMASVILLE FAMILY PHARMACY,1116 LEXINGTON AVE,,"THOMASVILLE, NC 27360"
U S PUBLIC HEALTH SERVICE,PHS INDIAN HEALTH SERVICE,3 NAVARRE BOULVEVARD,"THOREAU, NM 87323"
WALGREEN CO.,4001 E. 120TH AVENUE,,"THORNTON, CO 80233"
GENOA A QOL HEALTHCARE COMPANY LLC,STE 204,8989 HURON ST,"THORNTON, CO 80260"
"GARFIELD BEACH CVS, L.L.C.",2791 AGOURA RD.,,"THOUSAND OAKS, CA 91361"
THREE RIVERS HEALTH,701 S. HEALTH PARKWAY,,"THREE RIVERS, MI 49093"
USAF- 72ND MDSS/SGSM,"7050 AIR DEPOT BLVD, BLDG 1094",,"TINKER AFB, OK 73145"
TIOGA DRUG,PO BOX 639,106 N. MAIN,"TIOGA, ND 58852"
TOHATCHI PHS,07 CHOOSGAI DR,P.O. BOX 142,"TOHATCHI, NM 87325"
WALGREEN CO.,4580 MONROE ST,,"TOLEDO, OH 43613"
VETERANS ADMIN OUTPATIENT,1200 SOUTH DETROIT AVENUE,PHARMACY 119,"TOLEDO, OH 43614"
WALGREEN CO.,28426 TOMBALL PARKWAY,,"TOMBALL, TX 77375"
"WALGREEN EASTERN CO., INC.",1311 ROUTE 37 W,,"TOMS RIVER, NJ 08755"
"WALGREEN EASTERN CO., INC.",2601 SHERIDAN DRIVE,,"TONAWANDA, NY 14150"
THE MEDICINE STORE,760 NORTHSTAR COURT,,"TONGANOXIE, KS 66086"
WALGREEN CO.,1001 SW TOPEKA BLVD.,,"TOPEKA, KS 66612"
KAISER FOUNDATION HEALTH PLAN,20790 MADRONA AVENUE,,"TORRANCE, CA 90503"
COMMUNITY CARE RX NJ,225 W. RTE 46,SUITE 4,"TOTOWA, NJ 07512"
GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,,"TOWANDA, PA 18848"
KAISER PERMANENTE PHRMCY #431,2185 W GRANT LINE RD,,"TRACY, CA 95377"
DBA NUCARA PHARMACY #12,500 SECOND ST.,,"TRAER, IA 50675"
USAF- DAVID GRANT MEDICAL CENTER,BLDG 777 1ST FLOOR WEST WING,101 BODIN CIRCLE,"TRAVIS AFB, CA 94535"
USAF-BASE EXCHANGE PHARMACY,461 SKYMASTER CIRCLE,"BLDG 650, ROOM 149","TRAVIS AFB, CA 94535"
DEPT OF VETERANS AFFAIRS,PHARMACY SERVICE (119),BLDG 778 103 BODIN CIRCLE,"TRAVIS AFB, CA 94535"
TRENTON MEDICAL CENTER INC,911 SOUTH MAIN STREET,,"TRENTON, FL 32693"
WEST GRANGE PHARMACY LLC,3390 WEST ROAD,,"TRENTON, MI 48183"
TRINIDAD AREA HEALTH ASSOC,410 BENEDICTA AVE,ATTN: PHARMACY,"TRINIDAD, CO 81082"
TSAILE INDIAN HEALTH CENTER,NAVAJO ROUTE 64 & INDIAN ROAD 12,,"TSAILE, AZ 86556"
TUBA CITY REGIONAL HLTH CARE,P.O. BOX 600,167 N. MAIN STREET,"TUBA CITY, AZ 86045"
KAISER PERMANENTE CRESCENT CENTRE,CRESCENT CENTRE CENTRAL PHCY,200 CRESCENT CENTRE PARKWAY,"TUCKER, GA 30084"
WALGREEN ARIZONA DRUG CO.,4685 E GRANT RD,,"TUCSON, AZ 85712"
WALGREEN ARIZONA DRUG CO.,1880 E IRVINGTON ROAD,,"TUCSON, AZ 85714"
UNIVERSITY OF ARIZONA,KIM BIRMINGHAM / PHARMACY,1224 E. LOWELL ST. BLDG 95,"TUCSON, AZ 85721"
BANNER FAMILY PHARMACY - UNIVERSITY MED CTR TUCSON,1501 N CAMPBELL AVE,,"TUCSON, AZ 85724"
WALGREEN ARIZONA DRUG CO.,7111 E. GOLF LINKS RD.,,"TUCSON, AZ 85730"
WALGREEN ARIZONA DRUG CO.,3800 W. INA RD,,"TUCSON, AZ 85741"
HEALTHPOINT TUKWILA PHARMACY,13030 MILITARY RD S,SUITE 206,"TUKWILA, WA 98168"
TULALIP PHARMACY,8825 34TH AVE NE STE A,,"TULALIP, WA 98271"
WALGREEN CO.,1714 UTICA SQ.,,"TULSA, OK 74114"
SAINT FRANCIS HOSPITAL SOUTH,10501 EAST 91ST STREET,,"TULSA, OK 74133"
WALGREEN CO.,7111 S. LEWIS AVE.,,"TULSA, OK 74136"
SAINT FRANCIS HOSPITAL INC,6161 S YALE AVE,ATTN PHARMACY,"TULSA, OK 74136"
LAUREATE PSYCHIATRIC CLINIC,& HOSPITAL INC,6655 SOUTH YALE,"TULSA, OK 74136"
WALGREEN CO.,11332 EAST 31ST,,"TULSA, OK 74146"
WALGREEN CO.,817 W MAIN STREET,,"TUPELO, MS 38801"
WALGREEN CO.,1591 GEER ROAD,,"TURLOCK, CA 95380"
WALGREEN CO.,13052 NEWPORT AVE,,"TUSTIN, CA 92780"
CEDAR SPRINGS PHARMACY INC,5310 E. HIGHWAY 37,,"TUTTLE, OK 73089"
USN- NAVAL HOSPITAL,RECEIVING OFFICER,BULIDING 1343 MAGTFTC MCAGCC,"TWENTYNINE PALMS, CA 92278"
KJ'S PHARMACY,615 FILER AVE,,"TWIN FALLS, ID 83301"
KURT'S PRESCRIPTION CTR PHCY,1203 FILER AVE E.,,"TWIN FALLS, ID 83301"
ST. LUKE'S MOUNTAIN STATES TUMOR INSTITUTE,725 POLE LINE RD W,,"TWIN FALLS, ID 83301"
ESSENTIA HEALTH TWO HARBORS PHARMACY,802 11TH STREET SUITE C,,"TWO HARBORS, MN 55616"
BRICK STREET PHARMACY,314 WEST RUSK STREET,,"TYLER, TX 75701"
TYNDALL SATELLITE PHARMACY,950 MALL LANE,,"TYNDALL AFB, FL 32403"
USAF- TYNDALL AFB,325TH MEDICAL GROUP(ACC)SGSM,340 MAGNOLIA CIRCLE,"TYNDALL AFB, FL 32403"
GRANT COUNTY DRUG,219 N MAIN ST,,"ULYSSES, KS 67880"
CARLSON'S UMATILLA DRUG,821 6TH ST,PO BOX 1497,"UMATILLA, OR 97882"
BROWN'S PHARMACY,225 MAIN STREET,P.O. BOX 308,"UNADILLA, NY 13849"
ANIKKAN INUIT ILUAQUTAAT SUBREGIONAL PHARMACY,189 AIRPORT RD,,"UNALAKLEET, AK 99684"
KAISER PERMANENTE UNION CITY,MAIN MOB 2 PHARMACY #132,3553 WHIPPLE ROAD,"UNION CITY, CA 94587"
"WALGREEN EASTERN CO., INC.",2148 MORRIS AVE,,"UNION, NJ 07083"
"GARFIELD BEACH CVS, L.L.C.",100 W. FOOTHILL BLVD.,,"UPLAND, CA 91786"
MERCY HLTH SYS WESTERN OHIO,DBA MERCY MEMORIAL HOSPITAL,904 SCIOTO STREET,"URBANA, OH 43078"
USAF CADET PHARM,2355 FACULTY DR,"4102 PINION DRIVE, SUITE #3","USAF ACADEMY, CO 80840"
USAF COMMUNITY CENTER PHARM,5136 EAGLE DR,RM 104S,"USAF ACADEMY, CO 80840"
USAF ACADEMY HOSPITAL,"4102 PINION DRIVE, SUITE #3",ATTN: MAIN PHARMACY,"USAF ACADEMY, CO 80840"
BLACK DRUGS INC,704 BLEECKER ST,,"UTICA, NY 13501"
KAISER PERMANENTE PHRMCY #673,"1 QUALITY DR, SPECIALTY CARE BLDG 1ST FLR",,"VACAVILLE, CA 95688"
LUCKY PHARMACY #783,777 E MONTE VISTA AVE,,"VACAVILLE, CA 95688"
KAISER FOUNDATION HLTH PLN,KFHP MOB 1 PHARMACY,"1 QUALITY DR, MOB A 1ST FL","VACAVILLE, CA 95688"
